time_sec,rr_ms,annotation,record_id
61.19166666666667,833.3333333333358,N,100
62.00277777777778,811.11111111111,N,100
62.78611111111111,783.3333333333314,N,100
63.55833333333333,772.2222222222185,N,100
64.34444444444445,786.1111111111186,N,100
65.14722222222223,802.7777777777771,N,100
65.9888888888889,841.6666666666686,N,100
66.81388888888888,824.9999999999886,N,100
67.625,811.1111111111171,N,100
68.40277777777777,777.7777777777715,N,100
69.20277777777778,800.0000000000114,N,100
69.99166666666666,788.8888888888772,N,100
70.79166666666667,800.0000000000114,N,100
71.60833333333333,816.6666666666629,N,100
72.46666666666667,858.3333333333343,N,100
73.29722222222222,830.5555555555486,N,100
74.08333333333333,786.1111111111114,N,100
74.86666666666666,783.3333333333314,N,100
75.65833333333333,791.6666666666714,N,100
76.4888888888889,830.5555555555628,N,100
77.31388888888888,824.9999999999886,N,100
78.14444444444445,830.5555555555628,N,100
78.975,830.5555555555486,N,100
79.79722222222222,822.2222222222229,N,100
80.59444444444445,797.2222222222314,N,100
81.37222222222222,777.7777777777715,N,100
82.16666666666667,794.4444444444514,N,100
82.98055555555555,813.8888888888829,N,100
83.83888888888889,858.3333333333343,N,100
84.68611111111112,847.2222222222285,N,100
85.49722222222222,811.1111111111029,N,100
86.29166666666667,794.4444444444514,N,100
87.07777777777778,786.1111111111114,N,100
87.875,797.2222222222172,N,100
88.68611111111112,811.1111111111171,N,100
89.5111111111111,824.9999999999886,N,100
90.35833333333333,847.2222222222285,N,100
91.21111111111111,852.7777777777743,N,100
92.01944444444445,808.3333333333371,N,100
92.78611111111111,766.6666666666657,N,100
93.58611111111111,799.9999999999972,N,100
94.38888888888889,802.7777777777771,N,100
95.20555555555555,816.6666666666629,N,100
96.04166666666667,836.1111111111228,N,100
96.86111111111111,819.4444444444429,N,100
97.68888888888888,827.7777777777686,N,100
98.48611111111111,797.2222222222314,N,100
99.26666666666667,780.5555555555515,N,100
100.04444444444445,777.7777777777857,N,100
100.85833333333333,813.8888888888829,N,100
101.68055555555556,822.2222222222229,N,100
102.54444444444445,863.8888888888943,N,100
103.375,830.5555555555486,N,100
104.16388888888889,788.8888888888914,N,100
104.95,786.1111111111114,N,100
105.75277777777778,802.7777777777771,N,100
106.54444444444445,791.6666666666714,N,100
107.3638888888889,819.4444444444429,N,100
108.19444444444444,830.5555555555486,N,100
109.03333333333333,838.8888888888886,N,100
109.85277777777777,819.4444444444429,N,100
110.625,772.2222222222257,N,100
111.37777777777778,752.77777777778,N,100
112.17222222222222,794.4444444444372,N,100
112.99166666666666,819.4444444444429,N,100
113.80555555555556,813.8888888888971,N,100
114.64166666666667,836.1111111111086,N,100
115.46388888888889,822.2222222222229,N,100
116.24722222222222,783.3333333333314,N,100
116.99166666666666,744.44444444444,N,100
117.82222222222222,830.5555555555628,N,100
118.60277777777777,780.5555555555515,N,100
119.43333333333334,830.5555555555628,N,100
120.29722222222222,863.88888888888,N,100
121.11944444444444,822.2222222222229,N,100
121.92222222222222,802.7777777777771,N,100
122.7,777.7777777777857,N,100
123.48611111111111,786.1111111111114,N,100
124.28611111111111,799.9999999999972,N,100
125.08333333333333,797.2222222222172,N,100
125.89722222222223,813.8888888888971,N,100
126.74444444444444,847.2222222222143,N,100
127.56944444444444,825.0000000000028,N,100
128.34444444444443,774.9999999999915,N,100
129.10555555555555,761.11111111112,N,100
129.88611111111112,780.5555555555657,N,100
130.65833333333333,772.2222222222115,N,100
131.48333333333332,824.9999999999886,N,100
132.3111111111111,827.7777777777828,N,100
133.10833333333332,797.2222222222172,N,100
133.89444444444445,786.1111111111256,N,100
134.68333333333334,788.8888888888914,N,100
135.4611111111111,777.7777777777715,N,100
136.22222222222223,761.11111111112,N,100
137.00833333333333,786.1111111110972,N,100
137.82777777777778,819.4444444444571,N,100
138.675,847.2222222222285,N,100
139.48333333333332,808.3333333333087,N,100
140.25277777777777,769.4444444444457,N,100
141.03055555555557,777.7777777777999,N,100
141.82222222222222,791.6666666666572,N,100
142.60833333333332,786.1111111110972,N,100
143.40555555555557,797.2222222222456,N,100
144.225,819.4444444444287,N,100
145.04444444444445,819.4444444444571,N,100
145.85,805.5555555555429,N,100
146.62222222222223,772.2222222222399,N,100
147.3972222222222,774.9999999999773,N,100
148.16944444444445,772.2222222222399,N,100
148.975,805.5555555555429,N,100
149.7861111111111,811.1111111111029,N,100
150.60833333333332,822.2222222222229,N,100
151.40833333333333,800.0000000000114,N,100
152.17777777777778,769.4444444444457,N,100
152.95555555555555,777.7777777777715,N,100
153.73055555555555,775.0000000000057,N,100
154.51388888888889,783.3333333333314,N,100
155.3,786.1111111111256,N,100
156.13055555555556,830.5555555555486,N,100
156.95,819.4444444444287,N,100
157.73333333333332,783.3333333333314,N,100
158.48611111111111,752.7777777777942,N,100
159.25833333333333,772.2222222222115,N,100
160.04166666666666,783.3333333333314,N,100
160.83333333333334,791.6666666666856,N,100
161.64444444444445,811.1111111111029,N,100
162.47222222222223,827.7777777777828,N,100
163.3,827.7777777777828,N,100
164.1027777777778,802.7777777777771,N,100
164.87222222222223,769.4444444444457,N,100
165.64166666666668,769.4444444444457,N,100
166.44166666666666,799.999999999983,N,100
167.26111111111112,819.4444444444571,N,100
168.09722222222223,836.1111111111086,N,100
168.9361111111111,838.8888888888744,N,100
169.73611111111111,800.0000000000114,N,100
170.53055555555557,794.4444444444514,N,100
171.33333333333334,802.7777777777771,N,100
172.11944444444444,786.1111111110972,N,100
172.90833333333333,788.8888888888914,N,100
173.74166666666667,833.3333333333428,N,100
174.5888888888889,847.2222222222285,N,100
175.42777777777778,838.8888888888744,N,100
176.21666666666667,788.8888888888914,N,100
176.975,758.3333333333258,N,100
177.7722222222222,797.2222222222172,N,100
178.57777777777778,805.5555555555713,N,100
179.39166666666668,813.8888888888971,N,100
180.2111111111111,819.4444444444287,N,100
181.0388888888889,827.7777777777828,N,100
181.84444444444443,805.5555555555429,N,100
182.63888888888889,794.4444444444514,N,100
183.41666666666666,777.7777777777715,N,100
184.1861111111111,769.4444444444457,N,100
185.01111111111112,825.000000000017,N,100
185.53333333333333,522.2222222222115,A,100
186.47222222222223,938.8888888888971,N,100
187.31666666666666,844.4444444444343,N,100
188.13333333333333,816.6666666666629,N,100
188.90833333333333,775.0000000000057,N,100
189.7277777777778,819.4444444444571,N,100
190.5388888888889,811.1111111111029,N,100
191.35,811.1111111111029,N,100
192.19722222222222,847.2222222222285,N,100
193.0638888888889,866.6666666666742,N,100
193.87777777777777,813.8888888888687,N,100
194.6472222222222,769.4444444444457,N,100
195.4361111111111,788.8888888888914,N,100
196.23055555555555,794.4444444444514,N,100
197.05833333333334,827.7777777777828,N,100
197.88888888888889,830.5555555555486,N,100
198.71944444444443,830.5555555555486,N,100
199.56944444444446,850.0000000000227,N,100
200.38333333333333,813.8888888888687,N,100
201.15833333333333,775.0000000000057,N,100
201.95277777777778,794.4444444444514,N,100
202.7722222222222,819.4444444444287,N,100
203.61388888888888,841.6666666666686,N,100
204.475,861.1111111111143,N,100
205.30833333333334,833.3333333333428,N,100
206.1,791.6666666666572,N,100
206.8972222222222,797.2222222222172,N,100
207.6861111111111,788.8888888888914,N,100
208.29444444444445,608.3333333333485,A,100
209.25555555555556,961.1111111111086,N,100
210.0888888888889,833.3333333333428,N,100
210.92777777777778,838.8888888888744,N,100
211.75833333333333,830.5555555555486,N,100
212.54166666666666,783.3333333333314,N,100
213.29166666666666,750.0,N,100
214.09444444444443,802.7777777777771,N,100
214.90555555555557,811.1111111111313,N,100
215.73055555555555,824.9999999999886,N,100
216.5388888888889,808.3333333333371,N,100
217.36388888888888,824.9999999999886,N,100
218.1638888888889,800.0000000000114,N,100
218.95555555555555,791.6666666666572,N,100
219.72222222222223,766.6666666666799,N,100
220.51666666666668,794.4444444444514,N,100
221.35833333333332,841.6666666666401,N,100
222.19722222222222,838.8888888889028,N,100
223.02777777777777,830.5555555555486,N,100
223.84166666666667,813.8888888888971,N,100
224.63333333333333,791.6666666666572,N,100
225.42222222222222,788.8888888888914,N,100
226.21944444444443,797.2222222222172,N,100
227.02777777777777,808.3333333333371,N,100
227.86111111111111,833.3333333333428,N,100
228.70833333333334,847.2222222222285,N,100
229.54444444444445,836.1111111111086,N,100
230.3527777777778,808.3333333333371,N,100
231.13611111111112,783.3333333333314,N,100
231.92222222222222,786.1111111110972,N,100
232.76111111111112,838.8888888889028,N,100
233.61944444444444,858.3333333333201,N,100
234.4638888888889,844.4444444444628,N,100
235.30277777777778,838.8888888888744,N,100
236.13888888888889,836.1111111111086,N,100
236.95277777777778,813.8888888888971,N,100
237.72222222222223,769.4444444444457,N,100
238.52777777777777,805.5555555555429,N,100
239.36388888888888,836.1111111111086,N,100
240.21666666666667,852.7777777777885,N,100
241.05555555555554,838.8888888888744,N,100
241.88611111111112,830.555555555577,N,100
242.67777777777778,791.6666666666572,N,100
243.4777777777778,800.0000000000114,N,100
244.28055555555557,802.7777777777771,N,100
245.0888888888889,808.3333333333371,N,100
245.91666666666666,827.7777777777544,N,100
246.76111111111112,844.4444444444628,N,100
247.59722222222223,836.1111111111086,N,100
248.39166666666668,794.4444444444514,N,100
249.175,783.3333333333314,N,100
249.96666666666667,791.6666666666572,N,100
250.79444444444445,827.7777777777828,N,100
251.63888888888889,844.4444444444343,N,100
252.45833333333334,819.4444444444571,N,100
253.30555555555554,847.2222222222001,N,100
254.11388888888888,808.3333333333371,N,100
254.89166666666668,777.7777777777999,N,100
255.68333333333334,791.6666666666572,N,100
256.49444444444447,811.1111111111313,N,100
257.31388888888887,819.4444444444002,N,100
258.1777777777778,863.8888888889369,N,100
259.01666666666665,838.8888888888459,N,100
259.81666666666666,800.0000000000114,N,100
260.6222222222222,805.5555555555429,N,100
261.39444444444445,772.2222222222399,N,100
262.2083333333333,813.8888888888687,N,100
263.0361111111111,827.7777777777828,N,100
263.8777777777778,841.666666666697,N,100
264.71666666666664,838.8888888888459,N,100
265.5722222222222,855.5555555555543,N,100
266.36944444444447,797.222222222274,N,100
267.14166666666665,772.2222222221831,N,100
267.9166666666667,775.0000000000341,N,100
268.7388888888889,822.2222222221944,N,100
269.5833333333333,844.4444444444343,N,100
270.4111111111111,827.7777777777828,N,100
271.23333333333335,822.2222222222513,N,100
272.0444444444444,811.1111111110745,N,100
272.85555555555555,811.1111111111313,N,100
273.6333333333333,777.7777777777715,N,100
274.4138888888889,780.5555555555657,N,100
275.23333333333335,819.4444444444571,N,100
276.06111111111113,827.7777777777828,N,100
276.60833333333335,547.2222222222172,A,100
277.5833333333333,974.9999999999659,N,100
278.3833333333333,800.0000000000114,N,100
279.15555555555557,772.2222222222399,N,100
279.9472222222222,791.6666666666288,N,100
280.7527777777778,805.5555555555998,N,100
281.55833333333334,805.5555555555429,N,100
282.36944444444447,811.1111111111313,N,100
283.1694444444444,799.9999999999545,N,100
283.98333333333335,813.8888888889255,N,100
284.76666666666665,783.333333333303,N,100
285.5361111111111,769.4444444444457,N,100
286.31666666666666,780.5555555555657,N,100
287.14166666666665,824.9999999999886,N,100
287.96944444444443,827.7777777777828,N,100
288.7888888888889,819.4444444444571,N,100
289.6138888888889,824.9999999999886,N,100
290.40277777777777,788.8888888888914,N,100
291.19444444444446,791.6666666666856,N,100
291.99444444444447,800.0000000000114,N,100
292.7972222222222,802.7777777777487,N,100
293.63055555555553,833.3333333333144,N,100
294.4861111111111,855.5555555555543,N,100
295.31666666666666,830.555555555577,N,100
296.1111111111111,794.444444444423,N,100
296.89444444444445,783.3333333333599,N,100
297.6638888888889,769.4444444444457,N,100
298.48055555555555,816.6666666666629,N,100
299.30555555555554,824.9999999999886,N,100
300.125,819.4444444444571,N,100
300.95,824.9999999999886,N,100
301.7861111111111,836.1111111111086,N,100
302.5722222222222,786.1111111110972,N,100
303.3305555555556,758.3333333333826,N,100
304.1277777777778,797.2222222222172,N,100
304.9222222222222,794.444444444423,N,100
305.76666666666665,844.4444444444343,N,100
306.59444444444443,827.7777777777828,N,100
307.425,830.555555555577,N,100
308.23055555555555,805.5555555555429,N,100
309.0111111111111,780.5555555555657,N,100
309.7888888888889,777.7777777777715,N,100
310.5833333333333,794.444444444423,N,100
311.4111111111111,827.7777777777828,N,100
312.2361111111111,824.9999999999886,N,100
313.0833333333333,847.2222222222285,N,100
313.8888888888889,805.5555555555998,N,100
314.6694444444444,780.5555555555088,N,100
315.45,780.5555555555657,N,100
316.25,800.0000000000114,N,100
317.06111111111113,811.1111111111313,N,100
317.85555555555555,794.444444444423,N,100
318.65555555555557,800.0000000000114,N,100
319.44444444444446,788.8888888888914,N,100
320.22222222222223,777.7777777777715,N,100
320.9638888888889,741.6666666666742,N,100
321.7083333333333,744.4444444444116,N,100
322.4555555555556,747.2222222222626,N,100
323.2472222222222,791.6666666666288,N,100
324.0388888888889,791.6666666666856,N,100
324.8305555555556,791.6666666666856,N,100
325.59166666666664,761.1111111110631,N,100
326.3722222222222,780.5555555555657,N,100
327.1277777777778,755.5555555555884,N,100
327.9,772.2222222221831,N,100
328.675,775.0000000000341,N,100
329.4638888888889,788.8888888888914,N,100
330.30833333333334,844.4444444444343,N,100
331.15277777777777,844.4444444444343,N,100
331.96944444444443,816.6666666666629,N,100
332.7527777777778,783.3333333333599,N,100
333.5472222222222,794.444444444423,N,100
334.3777777777778,830.555555555577,N,100
335.2111111111111,833.3333333333144,N,100
336.0833333333333,872.2222222222058,N,100
336.94444444444446,861.1111111111427,N,100
337.7888888888889,844.4444444444343,N,100
338.5805555555556,791.6666666666856,N,100
339.3611111111111,780.5555555555088,N,100
340.1666666666667,805.5555555555998,N,100
340.97222222222223,805.5555555555429,N,100
341.80555555555554,833.3333333333144,N,100
342.6666666666667,861.1111111111427,N,100
343.5111111111111,844.4444444444343,N,100
344.26666666666665,755.5555555555316,N,100
345.05833333333334,791.6666666666856,N,100
345.85277777777776,794.444444444423,N,100
346.59722222222223,744.4444444444684,N,100
347.3888888888889,791.6666666666856,N,100
348.2083333333333,819.4444444444002,N,100
349.02222222222224,813.8888888889255,N,100
349.7944444444444,772.2222222221831,N,100
350.56388888888887,769.4444444444457,N,100
351.3222222222222,758.3333333333258,N,100
352.0722222222222,750.0,N,100
352.84722222222223,775.0000000000341,N,100
353.64722222222224,800.0000000000114,N,100
354.4527777777778,805.5555555555429,N,100
355.25555555555553,802.7777777777487,N,100
355.7916666666667,536.1111111111541,A,100
356.73055555555555,938.8888888888687,N,100
357.49444444444447,763.8888888889142,N,100
358.21666666666664,722.2222222221717,N,100
358.97222222222223,755.5555555555884,N,100
359.775,802.7777777777487,N,100
360.55,775.0000000000341,N,100
361.26944444444445,719.4444444444343,N,100
361.99444444444447,725.0000000000227,N,100
362.68888888888887,694.4444444444002,N,100
363.3833333333333,694.4444444444571,N,100
364.09166666666664,708.3333333333144,N,100
364.7944444444444,702.7777777777828,N,100
365.5111111111111,716.666666666697,N,100
366.2527777777778,741.6666666666742,N,100
367.00555555555553,752.7777777777374,N,100
367.725,719.4444444444912,N,100
368.4138888888889,688.8888888888687,N,100
369.11944444444447,705.555555555577,N,100
369.81111111111113,691.6666666666629,N,100
370.52777777777777,716.6666666666401,N,100
371.28333333333336,755.5555555555884,N,100
372.0361111111111,752.7777777777374,N,100
372.76944444444445,733.3333333333485,N,100
373.5083333333333,738.88888888888,N,100
374.26944444444445,761.11111111112,N,100
374.97222222222223,702.7777777777828,N,100
375.675,702.7777777777828,N,100
376.4,724.9999999999659,N,100
377.1666666666667,766.6666666667084,N,100
377.9472222222222,780.5555555555088,N,100
378.75,802.7777777778056,N,100
379.52777777777777,777.7777777777715,N,100
380.275,747.2222222222058,N,100
381.02777777777777,752.7777777777942,N,100
381.8027777777778,775.0000000000341,N,100
382.5805555555556,777.7777777777715,N,100
383.35555555555555,774.9999999999773,N,100
384.1777777777778,822.2222222222513,N,100
384.99444444444447,816.6666666666629,N,100
385.8,805.5555555555429,N,100
386.56666666666666,766.6666666666515,N,100
387.3333333333333,766.6666666666515,N,100
388.10833333333335,775.0000000000341,N,100
388.9138888888889,805.5555555555429,N,100
389.72777777777776,813.8888888888687,N,100
390.5527777777778,825.0000000000455,N,100
391.3361111111111,783.333333333303,N,100
392.0888888888889,752.7777777777942,N,100
392.84166666666664,752.7777777777374,N,100
393.56666666666666,725.0000000000227,N,100
394.2861111111111,719.4444444444343,N,100
395.01944444444445,733.3333333333485,N,100
395.775,755.5555555555316,N,100
396.51944444444445,744.4444444444684,N,100
397.25,730.5555555555543,N,100
397.9583333333333,708.3333333333144,N,100
398.65277777777777,694.4444444444571,N,100
399.35,697.2222222222513,N,100
400.06944444444446,719.4444444444343,N,100
400.7944444444444,724.9999999999659,N,100
401.5472222222222,752.7777777777942,N,100
402.31111111111113,763.8888888889142,N,100
403.0861111111111,774.9999999999773,N,100
403.8361111111111,750.0,N,100
404.575,738.88888888888,N,100
405.28333333333336,708.3333333333712,N,100
406.02777777777777,744.4444444444116,N,100
406.7916666666667,763.8888888889142,N,100
407.60277777777776,811.1111111110745,N,100
408.36944444444447,766.6666666667084,N,100
409.1388888888889,769.4444444444457,N,100
409.90277777777777,763.8888888888573,N,100
410.64444444444445,741.6666666666742,N,100
411.3861111111111,741.6666666666742,N,100
412.11944444444447,733.3333333333485,N,100
412.88055555555553,761.1111111110631,N,100
413.65555555555557,775.0000000000341,N,100
414.4555555555556,800.0000000000114,N,100
415.24444444444447,788.8888888888914,N,100
416.02222222222224,777.7777777777715,N,100
416.75,727.7777777777601,N,100
417.5083333333333,758.3333333333258,N,100
418.2638888888889,755.5555555555884,N,100
419.025,761.1111111110631,N,100
419.78333333333336,758.3333333333826,N,100
420.575,791.6666666666288,N,100
421.3888888888889,813.8888888889255,N,100
422.15,761.1111111110631,N,100
422.88055555555553,730.5555555555543,N,100
423.6388888888889,758.3333333333826,N,100
424.39166666666665,752.7777777777374,N,100
425.18611111111113,794.4444444444798,N,100
426.00555555555553,819.4444444444002,N,100
426.7888888888889,783.3333333333599,N,100
427.56111111111113,772.2222222222399,N,100
428.31388888888887,752.7777777777374,N,100
429.0833333333333,769.4444444444457,N,100
429.8361111111111,752.7777777777942,N,100
430.5805555555556,744.4444444444684,N,100
431.3638888888889,783.333333333303,N,100
432.18888888888887,824.9999999999886,N,100
432.9583333333333,769.4444444444457,N,100
433.7,741.6666666666742,N,100
434.43055555555554,730.5555555555543,N,100
435.1333333333333,702.7777777777828,N,100
435.85,716.666666666697,N,100
436.5777777777778,727.7777777777601,N,100
437.30555555555554,727.7777777777601,N,100
438.0416666666667,736.1111111111427,N,100
438.77777777777777,736.1111111110858,N,100
439.5361111111111,758.3333333333258,N,100
440.2472222222222,711.1111111111086,N,100
440.9166666666667,669.4444444444798,N,100
441.59444444444443,677.7777777777487,N,100
442.2916666666667,697.2222222222513,N,100
442.9972222222222,705.5555555555202,N,100
443.71666666666664,719.4444444444343,N,100
444.4472222222222,730.5555555555543,N,100
445.1666666666667,719.4444444444912,N,100
445.85277777777776,686.1111111110745,N,100
446.5416666666667,688.8888888889255,N,100
447.2361111111111,694.4444444444002,N,100
447.9277777777778,691.6666666667197,N,100
448.60833333333335,680.5555555555429,N,100
449.34444444444443,736.1111111110858,N,100
450.09722222222223,752.7777777777942,N,100
450.85555555555555,758.3333333333258,N,100
451.59166666666664,736.1111111110858,N,100
452.31944444444446,727.7777777778169,N,100
453.0361111111111,716.6666666666401,N,100
453.78333333333336,747.2222222222626,N,100
454.525,741.6666666666174,N,100
455.275,750.0,N,100
456.06111111111113,786.1111111111541,N,100
456.8361111111111,774.9999999999773,N,100
457.5861111111111,750.0,N,100
458.30833333333334,722.2222222222285,N,100
459.01666666666665,708.3333333333144,N,100
459.71944444444443,702.7777777777828,N,100
460.43333333333334,713.8888888889028,N,100
461.2,766.6666666666515,N,100
461.9472222222222,747.2222222222058,N,100
462.69444444444446,747.2222222222626,N,100
463.4472222222222,752.7777777777374,N,100
464.1972222222222,750.0,N,100
464.9194444444444,722.2222222222285,N,100
465.6694444444444,750.0,N,100
466.4222222222222,752.7777777777942,N,100
467.1972222222222,774.9999999999773,N,100
468.0111111111111,813.8888888889255,N,100
468.84444444444443,833.3333333333144,N,100
469.65,805.5555555555429,N,100
470.4138888888889,763.8888888889142,N,100
471.19166666666666,777.7777777777715,N,100
471.9638888888889,772.2222222222399,N,100
472.78055555555557,816.6666666666629,N,100
473.59722222222223,816.6666666666629,N,100
474.21944444444443,622.2222222222058,A,100
475.2055555555556,986.1111111111427,N,100
476.03055555555557,824.9999999999886,N,100
476.81111111111113,780.5555555555657,N,100
477.55833333333334,747.2222222222058,N,100
478.3305555555556,772.2222222222399,N,100
479.1138888888889,783.333333333303,N,100
479.93333333333334,819.4444444444571,N,100
480.7416666666667,808.3333333333371,N,100
481.53055555555557,788.8888888888914,N,100
482.3027777777778,772.2222222222399,N,100
483.075,772.2222222221831,N,100
483.8222222222222,747.2222222222058,N,100
484.5861111111111,763.8888888889142,N,100
485.38055555555553,794.444444444423,N,100
486.175,794.4444444444798,N,100
487.0083333333333,833.3333333333144,N,100
487.8,791.6666666666856,N,100
488.5472222222222,747.2222222222058,N,100
489.2916666666667,744.4444444444684,N,100
490.075,783.333333333303,N,100
490.8277777777778,752.7777777777942,N,100
491.59722222222223,769.4444444444457,N,100
492.35555555555555,758.3333333333258,N,100
493.11944444444447,763.8888888889142,N,100
493.88055555555553,761.1111111110631,N,100
494.60833333333335,727.7777777778169,N,100
495.3222222222222,713.8888888888459,N,100
496.05,727.7777777778169,N,100
496.78055555555557,730.5555555555543,N,100
497.5472222222222,766.6666666666515,N,100
498.3,752.7777777777942,N,100
499.06111111111113,761.11111111112,N,100
499.7972222222222,736.1111111110858,N,100
500.50555555555553,708.3333333333144,N,100
501.23055555555555,725.0000000000227,N,100
501.9583333333333,727.7777777777601,N,100
502.6777777777778,719.4444444444912,N,100
503.43333333333334,755.5555555555316,N,100
504.23055555555555,797.2222222222172,N,100
505.03055555555557,800.0000000000114,N,100
505.7888888888889,758.3333333333258,N,100
506.5361111111111,747.2222222222058,N,100
507.2888888888889,752.7777777777942,N,100
508.0444444444444,755.5555555555316,N,100
508.8361111111111,791.6666666666856,N,100
509.65277777777777,816.6666666666629,N,100
510.49444444444447,841.666666666697,N,100
511.30833333333334,813.8888888888687,N,100
512.1138888888889,805.5555555555998,N,100
512.9138888888889,799.9999999999545,N,100
513.7027777777778,788.8888888888914,N,100
514.4805555555556,777.7777777778283,N,100
515.3055555555555,824.9999999999318,N,100
516.1888888888889,883.3333333333258,N,100
517.0472222222222,858.3333333333485,N,100
517.8555555555556,808.333333333394,N,100
518.6583333333333,802.7777777776919,N,100
519.4583333333334,800.0000000000682,N,100
520.2527777777777,794.4444444443661,N,100
521.0472222222222,794.4444444444798,N,100
521.8666666666667,819.4444444444571,N,100
522.7194444444444,852.7777777777601,N,100
523.5583333333333,838.8888888888459,N,100
524.3416666666667,783.3333333334167,N,100
525.1194444444444,777.7777777777146,N,100
525.9166666666666,797.2222222222172,N,100
526.7333333333333,816.6666666667197,N,100
527.5805555555555,847.2222222221717,N,100
528.4111111111112,830.5555555556339,N,100
529.2472222222223,836.1111111111086,N,100
530.0555555555555,808.3333333332803,N,100
530.8666666666667,811.1111111111313,N,100
531.6527777777778,786.1111111111541,N,100
532.4277777777778,774.9999999999773,N,100
533.2694444444444,841.6666666665833,N,100
534.1138888888889,844.444444444548,N,100
534.9305555555555,816.666666666606,N,100
535.7277777777778,797.2222222222172,N,100
536.5166666666667,788.8888888888914,N,100
537.2861111111112,769.4444444445026,N,100
538.0638888888889,777.7777777777146,N,100
538.8722222222223,808.333333333394,N,100
539.6694444444445,797.2222222222172,N,100
540.4833333333333,813.8888888888687,N,100
541.3,816.666666666606,N,100
542.1,800.0000000000682,N,100
542.85,750.0,N,100
543.6138888888889,763.8888888889142,N,100
544.3833333333333,769.4444444443889,N,100
545.1888888888889,805.5555555555429,N,100
546.0,811.1111111111313,N,100
546.7972222222222,797.2222222222172,N,100
547.5888888888888,791.6666666666288,N,100
548.3722222222223,783.3333333334167,N,100
549.125,752.7777777777374,N,100
549.8611111111111,736.1111111110858,N,100
550.6222222222223,761.1111111111768,N,100
551.4,777.7777777777146,N,100
552.1972222222222,797.2222222222172,N,100
552.9861111111111,788.8888888888914,N,100
553.7583333333333,772.2222222222399,N,100
554.4972222222223,738.8888888889369,N,100
555.2611111111111,763.8888888888005,N,100
556.0027777777777,741.6666666666742,N,100
556.7611111111111,758.3333333333258,N,100
557.5388888888889,777.7777777778283,N,100
558.3138888888889,774.9999999999773,N,100
559.0861111111111,772.2222222222399,N,100
559.8472222222222,761.1111111110631,N,100
560.5722222222222,725.0000000000227,N,100
561.2972222222222,725.0000000000227,N,100
562.0527777777778,755.5555555555884,N,100
562.8166666666667,763.8888888889142,N,100
563.6,783.333333333303,N,100
564.3944444444444,794.4444444443661,N,100
